date_sk,date,start_of_year,start_of_quarter,start_of_month,load_date
754,2014-01-23,2014-01-01,2014-01-01,2014-01-01,2026-04-04
755,2014-01-24,2014-01-01,2014-01-01,2014-01-01,2026-04-04
756,2014-01-25,2014-01-01,2014-01-01,2014-01-01,2026-04-04
757,2014-01-26,2014-01-01,2014-01-01,2014-01-01,2026-04-04
758,2014-01-27,2014-01-01,2014-01-01,2014-01-01,2026-04-04
759,2014-01-28,2014-01-01,2014-01-01,2014-01-01,2026-04-04
760,2014-01-29,2014-01-01,2014-01-01,2014-01-01,2026-04-04
761,2014-01-30,2014-01-01,2014-01-01,2014-01-01,2026-04-04
762,2014-01-31,2014-01-01,2014-01-01,2014-01-01,2026-04-04
763,2014-02-01,2014-01-01,2014-01-01,2014-02-01,2026-04-04
764,2014-02-02,2014-01-01,2014-01-01,2014-02-01,2026-04-04
765,2014-02-03,2014-01-01,2014-01-01,2014-02-01,2026-04-04
766,2014-02-04,2014-01-01,2014-01-01,2014-02-01,2026-04-04
767,2014-02-05,2014-01-01,2014-01-01,2014-02-01,2026-04-04
768,2014-02-06,2014-01-01,2014-01-01,2014-02-01,2026-04-04
769,2014-02-07,2014-01-01,2014-01-01,2014-02-01,2026-04-04
770,2014-02-08,2014-01-01,2014-01-01,2014-02-01,2026-04-04
771,2014-02-09,2014-01-01,2014-01-01,2014-02-01,2026-04-04
772,2014-02-10,2014-01-01,2014-01-01,2014-02-01,2026-04-04
773,2014-02-11,2014-01-01,2014-01-01,2014-02-01,2026-04-04
774,2014-02-12,2014-01-01,2014-01-01,2014-02-01,2026-04-04
775,2014-02-13,2014-01-01,2014-01-01,2014-02-01,2026-04-04
776,2014-02-14,2014-01-01,2014-01-01,2014-02-01,2026-04-04
777,2014-02-15,2014-01-01,2014-01-01,2014-02-01,2026-04-04
778,2014-02-16,2014-01-01,2014-01-01,2014-02-01,2026-04-04
779,2014-02-17,2014-01-01,2014-01-01,2014-02-01,2026-04-04
780,2014-02-18,2014-01-01,2014-01-01,2014-02-01,2026-04-04
781,2014-02-19,2014-01-01,2014-01-01,2014-02-01,2026-04-04
782,2014-02-20,2014-01-01,2014-01-01,2014-02-01,2026-04-04
783,2014-02-21,2014-01-01,2014-01-01,2014-02-01,2026-04-04
784,2014-02-22,2014-01-01,2014-01-01,2014-02-01,2026-04-04
785,2014-02-23,2014-01-01,2014-01-01,2014-02-01,2026-04-04
786,2014-02-24,2014-01-01,2014-01-01,2014-02-01,2026-04-04
787,2014-02-25,2014-01-01,2014-01-01,2014-02-01,2026-04-04
788,2014-02-26,2014-01-01,2014-01-01,2014-02-01,2026-04-04
789,2014-02-27,2014-01-01,2014-01-01,2014-02-01,2026-04-04
790,2014-02-28,2014-01-01,2014-01-01,2014-02-01,2026-04-04
791,2014-03-01,2014-01-01,2014-01-01,2014-03-01,2026-04-04
792,2014-03-02,2014-01-01,2014-01-01,2014-03-01,2026-04-04
793,2014-03-03,2014-01-01,2014-01-01,2014-03-01,2026-04-04
794,2014-03-04,2014-01-01,2014-01-01,2014-03-01,2026-04-04
795,2014-03-05,2014-01-01,2014-01-01,2014-03-01,2026-04-04
796,2014-03-06,2014-01-01,2014-01-01,2014-03-01,2026-04-04
797,2014-03-07,2014-01-01,2014-01-01,2014-03-01,2026-04-04
798,2014-03-08,2014-01-01,2014-01-01,2014-03-01,2026-04-04
799,2014-03-09,2014-01-01,2014-01-01,2014-03-01,2026-04-04
800,2014-03-10,2014-01-01,2014-01-01,2014-03-01,2026-04-04
801,2014-03-11,2014-01-01,2014-01-01,2014-03-01,2026-04-04
802,2014-03-12,2014-01-01,2014-01-01,2014-03-01,2026-04-04
803,2014-03-13,2014-01-01,2014-01-01,2014-03-01,2026-04-04
804,2014-03-14,2014-01-01,2014-01-01,2014-03-01,2026-04-04
805,2014-03-15,2014-01-01,2014-01-01,2014-03-01,2026-04-04
806,2014-03-16,2014-01-01,2014-01-01,2014-03-01,2026-04-04
807,2014-03-17,2014-01-01,2014-01-01,2014-03-01,2026-04-04
808,2014-03-18,2014-01-01,2014-01-01,2014-03-01,2026-04-04
809,2014-03-19,2014-01-01,2014-01-01,2014-03-01,2026-04-04
810,2014-03-20,2014-01-01,2014-01-01,2014-03-01,2026-04-04
811,2014-03-21,2014-01-01,2014-01-01,2014-03-01,2026-04-04
812,2014-03-22,2014-01-01,2014-01-01,2014-03-01,2026-04-04
813,2014-03-23,2014-01-01,2014-01-01,2014-03-01,2026-04-04
814,2014-03-24,2014-01-01,2014-01-01,2014-03-01,2026-04-04
815,2014-03-25,2014-01-01,2014-01-01,2014-03-01,2026-04-04
816,2014-03-26,2014-01-01,2014-01-01,2014-03-01,2026-04-04
817,2014-03-27,2014-01-01,2014-01-01,2014-03-01,2026-04-04
818,2014-03-28,2014-01-01,2014-01-01,2014-03-01,2026-04-04
819,2014-03-29,2014-01-01,2014-01-01,2014-03-01,2026-04-04
820,2014-03-30,2014-01-01,2014-01-01,2014-03-01,2026-04-04
821,2014-03-31,2014-01-01,2014-01-01,2014-03-01,2026-04-04
822,2014-04-01,2014-01-01,2014-04-01,2014-04-01,2026-04-04
823,2014-04-02,2014-01-01,2014-04-01,2014-04-01,2026-04-04
824,2014-04-03,2014-01-01,2014-04-01,2014-04-01,2026-04-04
825,2014-04-04,2014-01-01,2014-04-01,2014-04-01,2026-04-04
826,2014-04-05,2014-01-01,2014-04-01,2014-04-01,2026-04-04
827,2014-04-06,2014-01-01,2014-04-01,2014-04-01,2026-04-04
828,2014-04-07,2014-01-01,2014-04-01,2014-04-01,2026-04-04
829,2014-04-08,2014-01-01,2014-04-01,2014-04-01,2026-04-04
830,2014-04-09,2014-01-01,2014-04-01,2014-04-01,2026-04-04
831,2014-04-10,2014-01-01,2014-04-01,2014-04-01,2026-04-04
832,2014-04-11,2014-01-01,2014-04-01,2014-04-01,2026-04-04
833,2014-04-12,2014-01-01,2014-04-01,2014-04-01,2026-04-04
834,2014-04-13,2014-01-01,2014-04-01,2014-04-01,2026-04-04
835,2014-04-14,2014-01-01,2014-04-01,2014-04-01,2026-04-04
836,2014-04-15,2014-01-01,2014-04-01,2014-04-01,2026-04-04
837,2014-04-16,2014-01-01,2014-04-01,2014-04-01,2026-04-04
838,2014-04-17,2014-01-01,2014-04-01,2014-04-01,2026-04-04
839,2014-04-18,2014-01-01,2014-04-01,2014-04-01,2026-04-04
840,2014-04-19,2014-01-01,2014-04-01,2014-04-01,2026-04-04
841,2014-04-20,2014-01-01,2014-04-01,2014-04-01,2026-04-04
842,2014-04-21,2014-01-01,2014-04-01,2014-04-01,2026-04-04
843,2014-04-22,2014-01-01,2014-04-01,2014-04-01,2026-04-04
844,2014-04-23,2014-01-01,2014-04-01,2014-04-01,2026-04-04
845,2014-04-24,2014-01-01,2014-04-01,2014-04-01,2026-04-04
846,2014-04-25,2014-01-01,2014-04-01,2014-04-01,2026-04-04
847,2014-04-26,2014-01-01,2014-04-01,2014-04-01,2026-04-04
848,2014-04-27,2014-01-01,2014-04-01,2014-04-01,2026-04-04
849,2014-04-28,2014-01-01,2014-04-01,2014-04-01,2026-04-04
850,2014-04-29,2014-01-01,2014-04-01,2014-04-01,2026-04-04
851,2014-04-30,2014-01-01,2014-04-01,2014-04-01,2026-04-04
852,2014-05-01,2014-01-01,2014-04-01,2014-05-01,2026-04-04
853,2014-05-02,2014-01-01,2014-04-01,2014-05-01,2026-04-04
854,2014-05-03,2014-01-01,2014-04-01,2014-05-01,2026-04-04
855,2014-05-04,2014-01-01,2014-04-01,2014-05-01,2026-04-04
856,2014-05-05,2014-01-01,2014-04-01,2014-05-01,2026-04-04
857,2014-05-06,2014-01-01,2014-04-01,2014-05-01,2026-04-04
858,2014-05-07,2014-01-01,2014-04-01,2014-05-01,2026-04-04
859,2014-05-08,2014-01-01,2014-04-01,2014-05-01,2026-04-04
860,2014-05-09,2014-01-01,2014-04-01,2014-05-01,2026-04-04
861,2014-05-10,2014-01-01,2014-04-01,2014-05-01,2026-04-04
862,2014-05-11,2014-01-01,2014-04-01,2014-05-01,2026-04-04
863,2014-05-12,2014-01-01,2014-04-01,2014-05-01,2026-04-04
864,2014-05-13,2014-01-01,2014-04-01,2014-05-01,2026-04-04
865,2014-05-14,2014-01-01,2014-04-01,2014-05-01,2026-04-04
866,2014-05-15,2014-01-01,2014-04-01,2014-05-01,2026-04-04
867,2014-05-16,2014-01-01,2014-04-01,2014-05-01,2026-04-04
868,2014-05-17,2014-01-01,2014-04-01,2014-05-01,2026-04-04
869,2014-05-18,2014-01-01,2014-04-01,2014-05-01,2026-04-04
870,2014-05-19,2014-01-01,2014-04-01,2014-05-01,2026-04-04
871,2014-05-20,2014-01-01,2014-04-01,2014-05-01,2026-04-04
872,2014-05-21,2014-01-01,2014-04-01,2014-05-01,2026-04-04
873,2014-05-22,2014-01-01,2014-04-01,2014-05-01,2026-04-04
874,2014-05-23,2014-01-01,2014-04-01,2014-05-01,2026-04-04
875,2014-05-24,2014-01-01,2014-04-01,2014-05-01,2026-04-04
876,2014-05-25,2014-01-01,2014-04-01,2014-05-01,2026-04-04
877,2014-05-26,2014-01-01,2014-04-01,2014-05-01,2026-04-04
878,2014-05-27,2014-01-01,2014-04-01,2014-05-01,2026-04-04
879,2014-05-28,2014-01-01,2014-04-01,2014-05-01,2026-04-04
880,2014-05-29,2014-01-01,2014-04-01,2014-05-01,2026-04-04
881,2014-05-30,2014-01-01,2014-04-01,2014-05-01,2026-04-04
882,2014-05-31,2014-01-01,2014-04-01,2014-05-01,2026-04-04
883,2014-06-01,2014-01-01,2014-04-01,2014-06-01,2026-04-04
884,2014-06-02,2014-01-01,2014-04-01,2014-06-01,2026-04-04
885,2014-06-03,2014-01-01,2014-04-01,2014-06-01,2026-04-04
886,2014-06-04,2014-01-01,2014-04-01,2014-06-01,2026-04-04
887,2014-06-05,2014-01-01,2014-04-01,2014-06-01,2026-04-04
888,2014-06-06,2014-01-01,2014-04-01,2014-06-01,2026-04-04
889,2014-06-07,2014-01-01,2014-04-01,2014-06-01,2026-04-04
890,2014-06-08,2014-01-01,2014-04-01,2014-06-01,2026-04-04
891,2014-06-09,2014-01-01,2014-04-01,2014-06-01,2026-04-04
892,2014-06-10,2014-01-01,2014-04-01,2014-06-01,2026-04-04
893,2014-06-11,2014-01-01,2014-04-01,2014-06-01,2026-04-04
894,2014-06-12,2014-01-01,2014-04-01,2014-06-01,2026-04-04
895,2014-06-13,2014-01-01,2014-04-01,2014-06-01,2026-04-04
896,2014-06-14,2014-01-01,2014-04-01,2014-06-01,2026-04-04
897,2014-06-15,2014-01-01,2014-04-01,2014-06-01,2026-04-04
898,2014-06-16,2014-01-01,2014-04-01,2014-06-01,2026-04-04
899,2014-06-17,2014-01-01,2014-04-01,2014-06-01,2026-04-04
900,2014-06-18,2014-01-01,2014-04-01,2014-06-01,2026-04-04
901,2014-06-19,2014-01-01,2014-04-01,2014-06-01,2026-04-04
902,2014-06-20,2014-01-01,2014-04-01,2014-06-01,2026-04-04
903,2014-06-21,2014-01-01,2014-04-01,2014-06-01,2026-04-04
904,2014-06-22,2014-01-01,2014-04-01,2014-06-01,2026-04-04
905,2014-06-23,2014-01-01,2014-04-01,2014-06-01,2026-04-04
906,2014-06-24,2014-01-01,2014-04-01,2014-06-01,2026-04-04
907,2014-06-25,2014-01-01,2014-04-01,2014-06-01,2026-04-04
908,2014-06-26,2014-01-01,2014-04-01,2014-06-01,2026-04-04
909,2014-06-27,2014-01-01,2014-04-01,2014-06-01,2026-04-04
910,2014-06-28,2014-01-01,2014-04-01,2014-06-01,2026-04-04
911,2014-06-29,2014-01-01,2014-04-01,2014-06-01,2026-04-04
912,2014-06-30,2014-01-01,2014-04-01,2014-06-01,2026-04-04
913,2014-07-01,2014-01-01,2014-07-01,2014-07-01,2026-04-04
914,2014-07-02,2014-01-01,2014-07-01,2014-07-01,2026-04-04
915,2014-07-03,2014-01-01,2014-07-01,2014-07-01,2026-04-04
916,2014-07-04,2014-01-01,2014-07-01,2014-07-01,2026-04-04
917,2014-07-05,2014-01-01,2014-07-01,2014-07-01,2026-04-04
918,2014-07-06,2014-01-01,2014-07-01,2014-07-01,2026-04-04
919,2014-07-07,2014-01-01,2014-07-01,2014-07-01,2026-04-04
920,2014-07-08,2014-01-01,2014-07-01,2014-07-01,2026-04-04
921,2014-07-09,2014-01-01,2014-07-01,2014-07-01,2026-04-04
922,2014-07-10,2014-01-01,2014-07-01,2014-07-01,2026-04-04
923,2014-07-11,2014-01-01,2014-07-01,2014-07-01,2026-04-04
924,2014-07-12,2014-01-01,2014-07-01,2014-07-01,2026-04-04
925,2014-07-13,2014-01-01,2014-07-01,2014-07-01,2026-04-04
926,2014-07-14,2014-01-01,2014-07-01,2014-07-01,2026-04-04
927,2014-07-15,2014-01-01,2014-07-01,2014-07-01,2026-04-04
928,2014-07-16,2014-01-01,2014-07-01,2014-07-01,2026-04-04
929,2014-07-17,2014-01-01,2014-07-01,2014-07-01,2026-04-04
930,2014-07-18,2014-01-01,2014-07-01,2014-07-01,2026-04-04
931,2014-07-19,2014-01-01,2014-07-01,2014-07-01,2026-04-04
932,2014-07-20,2014-01-01,2014-07-01,2014-07-01,2026-04-04
933,2014-07-21,2014-01-01,2014-07-01,2014-07-01,2026-04-04
934,2014-07-22,2014-01-01,2014-07-01,2014-07-01,2026-04-04
935,2014-07-23,2014-01-01,2014-07-01,2014-07-01,2026-04-04
936,2014-07-24,2014-01-01,2014-07-01,2014-07-01,2026-04-04
937,2014-07-25,2014-01-01,2014-07-01,2014-07-01,2026-04-04
938,2014-07-26,2014-01-01,2014-07-01,2014-07-01,2026-04-04
939,2014-07-27,2014-01-01,2014-07-01,2014-07-01,2026-04-04
940,2014-07-28,2014-01-01,2014-07-01,2014-07-01,2026-04-04
941,2014-07-29,2014-01-01,2014-07-01,2014-07-01,2026-04-04
942,2014-07-30,2014-01-01,2014-07-01,2014-07-01,2026-04-04
943,2014-07-31,2014-01-01,2014-07-01,2014-07-01,2026-04-04
944,2014-08-01,2014-01-01,2014-07-01,2014-08-01,2026-04-04
945,2014-08-02,2014-01-01,2014-07-01,2014-08-01,2026-04-04
946,2014-08-03,2014-01-01,2014-07-01,2014-08-01,2026-04-04
947,2014-08-04,2014-01-01,2014-07-01,2014-08-01,2026-04-04
948,2014-08-05,2014-01-01,2014-07-01,2014-08-01,2026-04-04
949,2014-08-06,2014-01-01,2014-07-01,2014-08-01,2026-04-04
950,2014-08-07,2014-01-01,2014-07-01,2014-08-01,2026-04-04
951,2014-08-08,2014-01-01,2014-07-01,2014-08-01,2026-04-04
952,2014-08-09,2014-01-01,2014-07-01,2014-08-01,2026-04-04
953,2014-08-10,2014-01-01,2014-07-01,2014-08-01,2026-04-04
954,2014-08-11,2014-01-01,2014-07-01,2014-08-01,2026-04-04
955,2014-08-12,2014-01-01,2014-07-01,2014-08-01,2026-04-04
956,2014-08-13,2014-01-01,2014-07-01,2014-08-01,2026-04-04
957,2014-08-14,2014-01-01,2014-07-01,2014-08-01,2026-04-04
958,2014-08-15,2014-01-01,2014-07-01,2014-08-01,2026-04-04
959,2014-08-16,2014-01-01,2014-07-01,2014-08-01,2026-04-04
960,2014-08-17,2014-01-01,2014-07-01,2014-08-01,2026-04-04
961,2014-08-18,2014-01-01,2014-07-01,2014-08-01,2026-04-04
962,2014-08-19,2014-01-01,2014-07-01,2014-08-01,2026-04-04
963,2014-08-20,2014-01-01,2014-07-01,2014-08-01,2026-04-04
964,2014-08-21,2014-01-01,2014-07-01,2014-08-01,2026-04-04
965,2014-08-22,2014-01-01,2014-07-01,2014-08-01,2026-04-04
966,2014-08-23,2014-01-01,2014-07-01,2014-08-01,2026-04-04
967,2014-08-24,2014-01-01,2014-07-01,2014-08-01,2026-04-04
968,2014-08-25,2014-01-01,2014-07-01,2014-08-01,2026-04-04
969,2014-08-26,2014-01-01,2014-07-01,2014-08-01,2026-04-04
970,2014-08-27,2014-01-01,2014-07-01,2014-08-01,2026-04-04
971,2014-08-28,2014-01-01,2014-07-01,2014-08-01,2026-04-04
972,2014-08-29,2014-01-01,2014-07-01,2014-08-01,2026-04-04
973,2014-08-30,2014-01-01,2014-07-01,2014-08-01,2026-04-04
974,2014-08-31,2014-01-01,2014-07-01,2014-08-01,2026-04-04
975,2014-09-01,2014-01-01,2014-07-01,2014-09-01,2026-04-04
976,2014-09-02,2014-01-01,2014-07-01,2014-09-01,2026-04-04
977,2014-09-03,2014-01-01,2014-07-01,2014-09-01,2026-04-04
978,2014-09-04,2014-01-01,2014-07-01,2014-09-01,2026-04-04
979,2014-09-05,2014-01-01,2014-07-01,2014-09-01,2026-04-04
980,2014-09-06,2014-01-01,2014-07-01,2014-09-01,2026-04-04
981,2014-09-07,2014-01-01,2014-07-01,2014-09-01,2026-04-04
982,2014-09-08,2014-01-01,2014-07-01,2014-09-01,2026-04-04
983,2014-09-09,2014-01-01,2014-07-01,2014-09-01,2026-04-04
984,2014-09-10,2014-01-01,2014-07-01,2014-09-01,2026-04-04
985,2014-09-11,2014-01-01,2014-07-01,2014-09-01,2026-04-04
986,2014-09-12,2014-01-01,2014-07-01,2014-09-01,2026-04-04
987,2014-09-13,2014-01-01,2014-07-01,2014-09-01,2026-04-04
988,2014-09-14,2014-01-01,2014-07-01,2014-09-01,2026-04-04
989,2014-09-15,2014-01-01,2014-07-01,2014-09-01,2026-04-04
990,2014-09-16,2014-01-01,2014-07-01,2014-09-01,2026-04-04
991,2014-09-17,2014-01-01,2014-07-01,2014-09-01,2026-04-04
992,2014-09-18,2014-01-01,2014-07-01,2014-09-01,2026-04-04
993,2014-09-19,2014-01-01,2014-07-01,2014-09-01,2026-04-04
994,2014-09-20,2014-01-01,2014-07-01,2014-09-01,2026-04-04
995,2014-09-21,2014-01-01,2014-07-01,2014-09-01,2026-04-04
996,2014-09-22,2014-01-01,2014-07-01,2014-09-01,2026-04-04
997,2014-09-23,2014-01-01,2014-07-01,2014-09-01,2026-04-04
998,2014-09-24,2014-01-01,2014-07-01,2014-09-01,2026-04-04
999,2014-09-25,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1000,2014-09-26,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1001,2014-09-27,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1002,2014-09-28,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1003,2014-09-29,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1004,2014-09-30,2014-01-01,2014-07-01,2014-09-01,2026-04-04
1005,2014-10-01,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1006,2014-10-02,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1007,2014-10-03,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1008,2014-10-04,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1009,2014-10-05,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1010,2014-10-06,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1011,2014-10-07,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1012,2014-10-08,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1013,2014-10-09,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1014,2014-10-10,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1015,2014-10-11,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1016,2014-10-12,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1017,2014-10-13,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1018,2014-10-14,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1019,2014-10-15,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1020,2014-10-16,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1021,2014-10-17,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1022,2014-10-18,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1023,2014-10-19,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1024,2014-10-20,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1025,2014-10-21,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1026,2014-10-22,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1027,2014-10-23,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1028,2014-10-24,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1029,2014-10-25,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1030,2014-10-26,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1031,2014-10-27,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1032,2014-10-28,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1033,2014-10-29,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1034,2014-10-30,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1035,2014-10-31,2014-01-01,2014-10-01,2014-10-01,2026-04-04
1036,2014-11-01,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1037,2014-11-02,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1038,2014-11-03,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1039,2014-11-04,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1040,2014-11-05,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1041,2014-11-06,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1042,2014-11-07,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1043,2014-11-08,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1044,2014-11-09,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1045,2014-11-10,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1046,2014-11-11,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1047,2014-11-12,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1048,2014-11-13,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1049,2014-11-14,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1050,2014-11-15,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1051,2014-11-16,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1052,2014-11-17,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1053,2014-11-18,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1054,2014-11-19,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1055,2014-11-20,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1056,2014-11-21,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1057,2014-11-22,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1058,2014-11-23,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1059,2014-11-24,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1060,2014-11-25,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1061,2014-11-26,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1062,2014-11-27,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1063,2014-11-28,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1064,2014-11-29,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1065,2014-11-30,2014-01-01,2014-10-01,2014-11-01,2026-04-04
1066,2014-12-01,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1067,2014-12-02,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1068,2014-12-03,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1069,2014-12-04,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1070,2014-12-05,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1071,2014-12-06,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1072,2014-12-07,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1073,2014-12-08,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1074,2014-12-09,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1075,2014-12-10,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1076,2014-12-11,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1077,2014-12-12,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1078,2014-12-13,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1079,2014-12-14,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1080,2014-12-15,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1081,2014-12-16,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1082,2014-12-17,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1083,2014-12-18,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1084,2014-12-19,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1085,2014-12-20,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1086,2014-12-21,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1087,2014-12-22,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1088,2014-12-23,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1089,2014-12-24,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1090,2014-12-25,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1091,2014-12-26,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1092,2014-12-27,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1093,2014-12-28,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1094,2014-12-29,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1095,2014-12-30,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1096,2014-12-31,2014-01-01,2014-10-01,2014-12-01,2026-04-04
1097,2015-01-01,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1098,2015-01-02,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1099,2015-01-03,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1100,2015-01-04,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1101,2015-01-05,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1102,2015-01-06,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1103,2015-01-07,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1104,2015-01-08,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1105,2015-01-09,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1106,2015-01-10,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1107,2015-01-11,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1108,2015-01-12,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1109,2015-01-13,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1110,2015-01-14,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1111,2015-01-15,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1112,2015-01-16,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1113,2015-01-17,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1114,2015-01-18,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1115,2015-01-19,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1116,2015-01-20,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1117,2015-01-21,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1118,2015-01-22,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1119,2015-01-23,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1120,2015-01-24,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1121,2015-01-25,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1122,2015-01-26,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1123,2015-01-27,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1124,2015-01-28,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1125,2015-01-29,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1126,2015-01-30,2015-01-01,2015-01-01,2015-01-01,2026-04-04
1127,2015-01-31,2015-01-01,2015-01-01,2015-01-01,2026-04-04
